종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전기,매출액_원화_전기,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,PER_전기,PER_전전기,PER,PBR_전기,PBR_전전기,PBR,EBITDA_전기,EBITDA_원화_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,영업이익_전기,영업이익_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,당기순이익_전기,당기순이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,배당수익률_전기,배당수익률_전전기,ROA_전기,ROA_전전기,ROA,영업이익률
3300,3300.T,앰비션 DX 홀딩스,AMBITION DX HOLDINGS Co.  Ltd.,도쿄,JPY,1816.0,0.61,13475809600.0,66100.0,6.2,"부동산 임대, 개발 및 운영",True,일본,2026.0,6.3,52372320000.0,451580000000.0,42065390000.0,362709000000.0,54131220000.0,466746000000.0,6.34,9.45,5.91,1.83,2.79,1.42,4387410000.0,37830000000.0,3129770000.0,26986000000.0,4568850000.0,39395000000.0,3946420000.0,34028000000.0,2726320000.0,23508000000.0,4125000000.0,35568000000.0,2350590000.0,20268000000.0,1638130000.0,14125000000.0,2312390000.0,19939000000.0,2.57,1.5,7.11,6.92,5.43,7.62
3321,3321.T,미타치,Mitachi Co Ltd,도쿄,JPY,1689.0,2.24,13464459717.0,36000.0,4.24,반도체,True,일본,2026.0,5.31,98176390000.0,846526000000.0,38899790000.0,335413000000.0,120327800000.0,1037526000000.0,8.46,8.27,6.27,0.93,0.7,0.75,2333960000.0,20125000000.0,1770840000.0,15269000000.0,2962580000.0,25545000000.0,2148300000.0,18524000000.0,1591690000.0,13724000000.0,2763130000.0,23825000000.0,1696840000.0,14631000000.0,1222530000.0,10541000000.0,2130080000.0,18367000000.0,4.39,3.94,5.69,5.99,5.3,2.3
3392,3392.T,델리카푸드,Delica Foods Holdings Co Ltd,도쿄,JPY,822.0,-0.36,13457784000.0,12000.0,3.27,어업 및 농업,True,일본,2026.0,3.31,58762580000.0,506680000000.0,52824000000.0,455475000000.0,62219160000.0,536485000000.00006,26.23,8.74,8.64,1.54,0.97,1.25,1977610000.0,17052000000.000002,2137360000.0,18429000000.0,3376920000.0,29117000000.0,805630000.0,6947000000.0,1134700000.0,9784000000.0,2109660000.0,18191000000.0,542010000.0,4674000000.0,1013950000.0,8743000000.0,1515470000.0,13066999999.999998,1.4,1.92,1.95,3.78,5.4,3.39
5958,5958.T,산요 공업,Sanyo Industries Ltd,도쿄,JPY,4535.0,0.89,13423600000.0,2300.0,4.67,건설 자재 및 비품,True,일본,2026.0,3.31,29516000000.0,254502000000.0,30484000000.0,262848000000.0,28956000000.0,249673000000.0,8.77,5.33,9.72,0.65,0.47,0.62,2515000000.0,21686000000.0,2871000000.0,24755000000.0,2324000000.0,20039000000.0,2061000000.0,17771000000.0,2455000000.0,21168000000.0,1830000000.0,15779000000.0,1588000000.0,13693000000.0,1856000000.0,16003000000.0,1399000000.0,12063000000.0,3.6,3.32,5.23,6.23,4.78,6.32
2224,2224.T,코모,Como Co Ltd,도쿄,JPY,3695.0,0.14,13412850000.0,700.0,0.19,식품 가공,True,일본,2026.0,3.31,7111220000.0,61316000000.0,7309690000.0,63028000000.0,7323750000.0,63149000000.0,269.31,231.71,167.03,6.1,5.43,6.0,382730000.0,3300000000.0,422320000.0,3641000000.0,497640000.0,4291000000.0,66180000.00000001,571000000.0,81980000.0,707000000.0,172060000.0,1484000000.0,42640000.0,368000000.0,42040000.0,363000000.0,76920000.0,663000000.0,0.2,0.22,0.85,0.83,1.63,2.35
5282,5282.T,지오스타,Geostr Corp,도쿄,JPY,425.0,-0.23,13400250000.0,25900.0,2.35,건설 자재,True,일본,2026.0,3.31,28527970000.0,245982000000.00003,26910060000.0,232032000000.00003,28858830000.0,248835000000.0,12.23,7.62,7.18,0.53,0.4,0.52,2240290000.0,19317000000.0,2512210000.0,21662000000.0,2704360000.0,23318000000.0,1551200000.0,13375000000.0,1831130000.0,15788999999.999998,2050900000.0,17684000000.0,835470000.0,7204000000.000001,1102970000.0,9510000000.0,1852050000.0,15969000000.0,2.99,4.75,2.27,3.09,5.03,7.11
9049,9049.T,케이후쿠 전기철도,Keifuku Electric Railroad Co Ltd,도쿄,JPY,6700.0,1.06,13400000000.0,500.0,0.3,지상 및 해상 여객 운송,True,일본,2026.0,3.31,14459000000.0,124673000000.0,14042000000.0,121077000000.0,14881000000.0,128310999999.99998,10.48,9.69,8.72,1.17,1.2,0.92,3725000000.0,32119000000.0,3128000000.0,26971000000.0,4002000000.0,34507000000.0,2302000000.0,19849000000.0,1913000000.0,16494999999.999998,2420000000.0,20866000000.0,1736000000.0,14969000000.0,2089000000.0,18012000000.0,1833000000.0,15805000000.000002,0.27,0.31,7.91,10.19,7.72,16.26
9227,9227.T,마이크로웨이브 케미컬,Microwave Chemical Co.  Ltd.,도쿄,JPY,841.0,-0.36,13375684500.0,116100.0,0.0,상품 화학,True,일본,2026.0,6.3,803730000.0,6930000000.0,1608400000.0,13868000000.0,1608400000.0,13868000000.0,,82.94,89.23,50.68,13.56,14.59,-708200000.0,-6106000000.0,289550000.0,2497000000.0,289550000.0,2497000000.0,-813400000.0,-7014000000.0,187390000.0,1616000000.0,187390000.0,1616000000.0,-816310000.0,-7039000000.0,161480000.0,1392000000.0,161480000.0,1392000000.0,,,-41.83,8.03,8.03,11.65
4888,4888.T,스텔라 파머,Stella Pharma Corp,도쿄,JPY,361.0,0.84,13369310100.0,104900.0,0.0,제약,True,일본,2026.0,3.31,961060000.0,8287000000.0,269490000.0,2324000000.0,323390000.0,2788000000.0,,,,5.62,4.31,5.05,-55520000.0,-479000000.0,-725260000.0,-6254000000.0,-720360000.0,-6211000000.0,-90250000.0,-778000000.0,-760300000.0,-6556000000.0,-748960000.0,-6458000000.0,-140810000.0,-1214000000.0,-763750000.0,-6584999999.999999,-780920000.0,-6733000000.0,,,-3.05,-18.74,-15.77,-231.6
5381,5381.T,니혼미크로코팅,Mipox Corp,도쿄,JPY,924.0,1.43,13353574080.0,147400.0,1.1,상품 화학,True,일본,2026.0,3.31,11172060000.0,96331000000.0,9354200000.0,80657000000.0,12059380000.0,103982000000.0,19.37,,35.46,2.11,0.94,1.53,1588710000.0,13699000000.0,218910000.0,1888000000.0,1364750000.0,11768000000.0,942230000.0,8123999999.999999,-442270000.0,-3813000000.000001,579410000.0,4996000000.0,911880000.0,7863000000.0,-408660000.0,-3524000000.0,505650000.0,4360000000.0,0.8,,5.72,-2.54,2.97,4.8
9763,9763.T,마루켄 리스,Maruken Lease Co Ltd,도쿄,JPY,1295.0,-0.92,13323374400.0,14000.0,4.13,경영 지원 서비스,True,일본,2026.0,3.31,22807000000.0,196653000000.0,21325000000.0,183875000000.0,26470000000.0,228238000000.0,10.15,8.97,8.89,0.61,0.66,0.7,1691000000.0,14581000000.0,1488000000.0,12830000000.000002,1894000000.0,16331000000.0,1514000000.0,13054000000.0,1326000000.0,11433000000.0,1427000000.0,12304000000.0,1218000000.0,10502000000.0,1161000000.0,10011000000.0,1360000000.0,11727000000.0,3.8,3.96,3.41,3.62,,5.39
4651,4651.T,사닉스 홀딩스,Sanix Holdings Inc,도쿄,JPY,271.0,0.74,13257156316.0,83100.0,1.12,재생 가능 에너지 장비 및 서비스,True,일본,2026.0,3.31,45352000000.0,391048000000.0,45352000000.0,391048000000.0,45291000000.0,390522000000.0,7.01,7.8,20.53,1.12,1.25,1.18,3928000000.0,33869000000.0,3928000000.0,33869000000.0,3149000000.0,27152000000.0,2227000000.0,19202000000.0,2227000000.0,19202000000.0,1272000000.0,10968000000.0,1483000000.0,12787000000.0,1483000000.0,12787000000.0,421000000.0,3630000000.0,0.84,,4.03,4.03,1.1,2.81
3435,3435.T,산코테크노,Sanko Techno Co Ltd,도쿄,JPY,1509.0,1.21,13196820672.0,6200.0,3.09,산업용 기계 및 장비,True,일본,2026.0,3.31,21250390000.0,183231000000.0,21142220000.0,182299000000.0,21760760000.0,187632000000.0,10.1,6.0,8.31,0.57,0.53,0.59,1697200000.0,14634000000.0,2445260000.0,21084000000.0,2202630000.0,18992000000.0,1282160000.0,11055000000.0,2066880000.0,17822000000.0,1793370000.0,15463000000.0,1122960000.0,9683000000.0,1740080000.0,15004000000.0,1592260000.0,13729000000.0,2.87,2.96,4.43,7.71,5.79,8.24
6035,6035.T,IR재팬홀딩스,IR Japan Holdings Ltd,도쿄,JPY,739.0,0.82,13183545690.0,17100.0,3.82,경영 지원 서비스,True,일본,2026.0,3.31,5783740000.0,49870000000.0,5664020000.0,48838000000.0,6141930000.0,52959000000.0,18.86,16.55,14.75,2.35,2.35,2.16,1339090000.0,11546000000.0,1395330000.0,12031000000.0,1620760000.0,13975000000.0,1005310000.0,8668000000.0,1072010000.0,9243000000.0,1284000000.0,11071000000.0,698940000.0,6027000000.0,762980000.0,6579000000.000001,898610000.0,7748000000.0,3.1,3.52,10.3,10.87,12.48,20.91
5921,5921.T,가와기시공업,Kawagishi Bridge Works Co Ltd,도쿄,JPY,4390.0,-0.45,13170000000.0,400.0,0.0,건설 및 엔지니어링,True,일본,2025.0,9.3,27566450000.0,237692000000.0,25998600000.0,224173000000.0,24219600000.0,208834000000.0,9.69,9.84,8.49,0.46,0.4,0.41,2188310000.0,18869000000.0,1898710000.0,16372000000.0,2403710000.0,20726000000.0,1669110000.0,14391999999.999998,1415240000.0,12203000000.0,1873080000.0,16151000000.0,1469280000.0,12669000000.0,1248580000.0,10766000000.0,1447250000.0,12479000000.0,3.35,2.7,4.41,3.95,4.19,7.73
9731,9731.T,하쿠요샤,Hakuyosha Co Ltd,도쿄,JPY,3370.0,-0.44,13143000000.0,2400.0,2.95,개인 서비스,True,일본,2025.0,12.31,43580000000.0,375769000000.0,43272000000.0,373113000000.0,44625000000.0,384779000000.0,5.28,4.37,5.95,1.13,1.09,1.01,3502000000.0,30196000000.0,3099000000.0,26721000000.0,3625000000.0,31257000000.0,2295000000.0,19789000000.0,1815000000.0,15650000000.0,2397000000.0,20668000000.0,2215000000.0,19099000000.0,1945000000.0,16771000000.0,2133000000.0,18392000000.0,2.25,2.08,6.86,6.05,6.37,5.37
7908,7908.T,기모토,Kimoto Co Ltd,도쿄,JPY,239.0,0.42,13090642796.0,65700.0,2.94,상품 화학,True,일본,2026.0,3.31,11294000000.0,97383000000.0,9910000000.0,85449000000.0,10546000000.0,90933000000.0,13.14,32.68,17.32,0.66,0.65,0.55,1887000000.0,16271000000.0,712000000.0,6139000000.0,1604000000.0,13830000000.000002,1340000000.0,11554000000.0,214000000.0,1845000000.0,1057000000.0,9114000000.0,989000000.0,8528000000.0,335000000.0,2889000000.0,565000000.0,4872000000.0,2.89,2.36,4.34,1.52,2.44,10.02
3683,3683.T,사이버링크스,Cyberlinks Co Ltd,도쿄,JPY,1125.0,1.81,13028763375.0,18200.0,0.0,IT 서비스 및 컨설팅,True,일본,2025.0,12.31,15870000000.0,136839000000.00002,15023000000.0,129535999999.99998,18136000000.0,156378000000.0,14.45,10.81,8.64,1.76,1.1,1.37,1501000000.0,12941999999.999998,1372000000.0,11830000000.0,3063000000.0,26411000000.0,1255000000.0,10821000000.0,1040000000.0,8967000000.0,1846000000.0,15916999999.999998,814000000.0,7019000000.0,445000000.0,3837000000.0,1303000000.0,11235000000.0,1.33,1.77,6.13,3.45,8.89,10.18
7050,7050.T,프론티어 인터내셔널,Frontier International Inc,도쿄,JPY,1410.0,-0.98,13025580000.0,8200.0,5.13,광고 및 마케팅,True,일본,2026.0,4.3,20335120000.0,175340000000.0,16944759999.999998,146106000000.0,,,13.11,11.76,9.56,1.27,1.05,1.31,1357380000.0,11704000000.0,1241690000.0,10706000000.0,,,1277680000.0,11017000000.0,1210230000.0,10435000000.0,,,876070000.0,7554000000.000001,488130000.0,4209000000.000001,,,3.87,2.0,6.68,4.28,,
9959,9959.T,아시드,Aseed Holdings Co Ltd,도쿄,JPY,964.0,0.21,13009419072.0,10400.0,2.49,식품 소매 및 유통,True,일본,2026.0,3.31,23969000000.0,206673000000.0,23260000000.0,200559000000.0,25409000000.0,219089000000.0,11.11,11.0,11.32,1.41,1.28,1.54,1588000000.0,13693000000.0,1586000000.0,13675000000.0,1928000000.0,16624000000.0,765000000.0,6595999999.999999,767000000.0,6613000000.0,1071000000.0,9235000000.0,748000000.0,6450000000.0,768000000.0,6622000000.0,909000000.0,7838000000.0,2.3,2.61,3.88,4.33,4.15,4.22
6262,6262.T,페가수스,Pegasus Co Ltd,도쿄,JPY,522.0,0.0,12960529200.0,36200.0,5.75,산업용 기계 및 장비,True,일본,2026.0,3.31,22040320000.0,190043000000.0,17542570000.0,151261000000.0,21657870000.0,186745000000.0,25.79,,27.6,0.77,0.46,0.39,2893940000.0,24953000000.0,1089600000.0,9395000000.0,2169160000.0,18704000000.0,1573460000.0,13566999999.999998,38550000.0,332000000.0,946800000.0,8164000000.0,964910000.0,8320000000.0,-72800000.0,-628000000.0,323530000.0,2790000000.0,1.79,0.92,2.5,0.11,1.02,4.37
1873,1873.T,니혼하우스홀딩스,Nihon House Holdings Co Ltd,도쿄,JPY,324.0,0.31,12960000000.0,113000.0,3.72,"부동산 임대, 개발 및 운영",True,일본,2026.0,4.3,34980000000.0,301615000000.0,,,34980000000.0,301615000000.0,8.75,,9.76,0.54,0.61,0.58,3859000000.0,33274000000.0,,,3859000000.0,33274000000.0,2335000000.0,20134000000.0,,,2335000000.0,20134000000.0,1135000000.0,9787000000.0,,,1135000000.0,9787000000.0,3.75,3.15,2.7,,2.7,6.68
7686,7686.T,히토마일,HitoMile Co Ltd,도쿄,JPY,440.0,0.0,12914484000.0,199200.0,4.55,식품 소매 및 유통,True,일본,2026.0,3.31,134514000000.0,1159847000000.0,129406000000.0,1115803000000.0,139837000000.0,1205745000000.0,12.43,7.29,6.77,2.82,3.16,2.56,2836000000.0,24453000000.0,3760000000.0,32421000000.0,3087000000.0,26618000000.0,1781000000.0,15357000000.0,2867000000.0,24721000000.0,1971000000.0,16994999999.999998,536000000.0,4622000000.0,1595000000.0,13753000000.0,1175000000.0,10131000000.0,4.82,4.37,1.53,4.76,3.16,1.41
4574,4574.T,다이코약품,Taiko Pharmaceutical Co Ltd,도쿄,JPY,255.0,0.39,12912409500.0,92400.0,0.0,제약,True,일본,2025.0,12.31,6292000000.0,54253000000.0,6120000000.0,52770000000.00001,6397000000.0,55158000000.00001,14.63,,14.21,1.81,2.41,1.55,885000000.0,7631000000.0,-301000000.0,-2595000000.0,724000000.0,6243000000.0,629000000.0,5424000000.0,-1005000000.0,-8666000000.0,459000000.0,3958000000.0,898000000.0,7743000000.000001,-3611000000.0,-31136000000.0,923000000.0,7959000000.0,,,6.86,-25.54,7.34,7.18
7247,7247.T,미쿠니,Mikuni Corp,도쿄,JPY,379.0,1.07,12904731317.0,57700.0,4.0,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,101428000000.0,874562999999.9999,101428000000.0,874562999999.9999,103419000000.0,891729999999.9999,4.23,3.47,9.48,0.3,0.25,0.31,8783000000.0,75731000000.0,8783000000.0,75731000000.0,9846000000.0,84897000000.0,3031000000.0,26135000000.000004,3031000000.0,26135000000.000004,4181000000.0,36051000000.0,1995000000.0,17202000000.0,2163000000.0,18650000000.0,1197000000.0,10321000000.0,4.18,4.91,1.82,1.97,1.14,4.04
8365,8365.T,도야마은행,Bank of Toyama Ltd,도쿄,JPY,2368.0,-0.46,12892339200.0,6900.0,2.31,은행,True,일본,2026.0,3.31,5698000000.0,49131000000.0,5201000000.0,44846000000.0,6698000000.0,57754000000.0,11.96,12.77,11.06,0.4,0.27,0.41,1823000000.0,15719000000.0,1277000000.0,11011000000.0,2362000000.0,20366000000.0,1327000000.0,11442000000.0,788000000.0,6795000000.0,1862000000.0,16055000000.000002,954000000.0,8226000000.000001,632000000.0,5449000000.0,1046000000.0,9019000000.0,2.36,3.3,0.18,0.12,0.19,27.8
5204,5204.T,이시즈카유리,Ishizuka Glass Co Ltd,도쿄,JPY,3055.0,0.16,12890737470.0,4100.0,2.36,용기(종이 제외) 및 포장재,True,일본,2026.0,3.2,55994000000.0,482808000000.0,57882000000.0,499088000000.0,59510000000.0,513125000000.0,4.25,2.31,4.8,0.41,0.33,0.34,7810000000.0,67341999999.99999,8529000000.0,73541000000.0,9063000000.0,78146000000.0,3849000000.0,33188000000.0,5456000000.0,47044000000.0,4160000000.0,35870000000.0,3088000000.0,26626000000.0,4707000000.0,40586000000.0,2618000000.0,22574000000.0,1.95,2.47,3.25,5.49,2.71,6.99
6870,6870.T,일본펜웰,Fenwal Controls of Japan Ltd,도쿄,JPY,2182.0,0.37,12858526000.0,700.0,3.59,비즈니스 지원 용품,True,일본,2025.0,12.31,12515940000.0,107919000000.0,12601300000.0,108655000000.0,12909850000.0,111315000000.00002,8.89,10.78,12.28,0.76,0.75,0.84,1583860000.0,13657000000.0,1363960000.0,11761000000.0,1498000000.0,12916999999.999998,1181950000.0,10191000000.0,1035020000.0,8925000000.0,1056700000.0,9111000000.0,1115850000.0,9621000000.0,385910000.0,3327000000.0000005,1247020000.0,10752000000.0,4.04,6.42,5.78,2.04,6.44,8.19
4479,4479.T,마쿠아케,Makuake Inc,도쿄,JPY,1007.0,2.03,12858080900.0,157300.0,0.0,온라인 서비스,True,일본,2025.0,9.3,3652810000.0,31496000000.0,3810180000.0,32853000000.0,4578000000.0,39474000000.0,,,26.19,2.37,1.17,2.2,56210000.0,485000000.0,-460570000.0,-3971000000.0,625030000.0,5389000000.0,-62640000.0,-540000000.0,-489030000.0,-4217000000.0,447260000.0,3857000000.0,-103600000.0,-893000000.0,-491080000.0,-4234000000.000001,407260000.0,3511999999.9999995,,,-1.42,-6.06,5.78,9.77
8898,8898.T,센트리21재팬,Century 21 Real Estate of Japan Ltd,도쿄,JPY,1135.0,-0.09,12853875000.0,4700.0,4.67,부동산 서비스,True,일본,2026.0,3.31,4045650000.0,34884000000.0,3850820000.0,33204000000.000004,4300310000.0,37079000000.0,14.33,17.17,14.15,1.74,1.79,1.68,1331080000.0,11477000000.0,1184860000.0,10216000000.0,1520400000.0,13110000000.0,1071670000.0,9240000000.0,936080000.0,8070999999.999999,1064640000.0,9180000000.0,802250000.0,6917000000.0,674480000.0,5816000000.0,852630000.0,7352000000.0,4.91,4.06,10.31,8.78,10.56,24.76
5869,5869.T,와세다 가쿠슈켄규카이,Waseda Gakushukenkyukai Co Ltd,도쿄,JPY,1258.0,0.56,12845752500.0,3800.0,5.2,기타 교육 서비스 제공,True,일본,2026.0,5.31,6986680000.0,60242999999.99999,6463040000.0,55728000000.0,6986680000.0,60242999999.99999,11.95,9.52,12.31,1.77,1.53,1.82,1654900000.0,14269000000.0,1605100000.0,13840000000.0,1654900000.0,14269000000.0,1492870000.0,12872000000.0,1452760000.0,12526000000.0,1492870000.0,12872000000.0,1038820000.0,8957000000.0,1073260000.0,9254000000.0,1038820000.0,8957000000.0,4.33,7.15,11.36,12.47,11.36,21.37
1966,1966.T,타카다 공업소,Takada Corp,도쿄,JPY,1747.0,0.34,12813109450.0,2600.0,4.02,건설 및 엔지니어링,True,일본,2026.0,3.31,58067410000.0,500686000000.0,52257350000.0,450589000000.00006,53693590000.0,462973000000.0,4.85,5.75,10.01,0.66,0.61,0.58,3642240000.0,31405000000.0,3032870000.0,26151000000.0,2629080000.0,22669000000.0,2933800000.0,25297000000.0,2400420000.0,20698000000.0,1778990000.0,15338999999.999998,2309000000.0,19909000000.0,1668300000.0,14385000000.0,1254750000.0,10819000000.0,3.81,3.38,5.46,4.37,2.66,3.31
7670,7670.T,오웰,O-Well Corp,도쿄,JPY,1220.0,-1.05,12810000000.0,7100.0,4.46,상품 화학,True,일본,2026.0,3.31,69416000000.0,598539000000.0,71049000000.0,612620000000.0,68268000000.0,588641000000.0,5.98,6.08,7.0,0.49,0.45,0.55,1582000000.0,13641000000.0,1254000000.0,10813000000.0,1596000000.0,13762000000.0,1239000000.0,10683000000.0,930000000.0,8019000000.0,1261000000.0,10873000000.0,1779000000.0,15338999999.999998,1526000000.0,13158000000.000002,1798000000.0,15503000000.0,4.32,3.48,3.79,3.25,4.07,1.85
1450,1450.T,타나켄,Tanaken Inc,도쿄,JPY,1467.0,-0.41,12762313200.0,1900.0,3.73,건설 및 엔지니어링,True,일본,2026.0,3.31,12286090000.0,105936999999.99998,10676420000.0,92057000000.0,14820420000.0,127789000000.00002,7.77,11.01,8.51,1.49,1.71,1.37,2379720000.0,20519000000.0,1660840000.0,14321000000.0,2235860000.0,19279000000.0,2328350000.0,20076000000.0,1608190000.0,13866999999.999998,2185890000.0,18848000000.0,1576280000.0,13591999999.999998,1090230000.0,9401000000.0,1502040000.0,12951000000.0,3.9,2.91,15.38,12.72,12.75,14.75
3434,3434.T,알파코프,Alpha Corp,도쿄,JPY,1249.0,0.64,12739800000.0,5600.0,4.11,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,73511000000.0,633849000000.0,73511000000.0,633849000000.0,72699000000.0,626847000000.0,29.34,25.35,9.99,0.33,0.28,0.31,4475000000.0,38586000000.0,4475000000.0,38586000000.0,4496000000.0,38767000000.0,913000000.0,7872000000.0,913000000.0,7872000000.0,843000000.0,7269000000.0,-301000000.0,-2595000000.0,-301000000.0,-2595000000.0,1383000000.0,11925000000.0,3.96,4.59,-0.69,-0.69,1.79,1.16
7097,7097.T,사쿠라사쿠 플러스,Sakurasaku Plus Co Ltd,도쿄,JPY,2750.0,0.0,12730025000.0,2600.0,1.02,개인 서비스,True,일본,2025.0,7.31,17212000000.0,148410000000.0,13844000000.0,119370000000.0,18388000000.0,158551000000.0,13.77,10.56,13.02,2.18,0.96,2.08,1378000000.0,11882000000.0,873000000.0,7527000000.0,1755000000.0,15132000000.0,775000000.0,6681999999.999999,314000000.0,2707000000.0,1139000000.0,9821000000.0,607000000.0,5234000000.0,325000000.0,2802000000.0,611000000.0,5268000000.0,0.9,1.34,4.3,2.34,4.54,6.19
9993,9993.T,야마자와,Yamazawa Co Ltd,도쿄,JPY,1159.0,0.0,12703596175.0,2400.0,2.33,식품 소매 및 유통,True,일본,2026.0,2.28,102558000000.0,884306000000.0,101891000000.0,878554999999.9999,105405000000.0,908855000000.0,,16.79,15.26,0.49,0.43,0.45,2761000000.0,23807000000.0,3963000000.0,34171000000.0,4531000000.0,39069000000.0,-821000000.0,-7079000000.000001,625000000.0,5389000000.0,1140000000.0,9830000000.0,-2617000000.0,-22565000000.0,451000000.0,3889000000.0,1378000000.0,11882000000.0,2.29,2.33,-4.6,0.8,2.56,1.08
2981,2981.T,랜딕스,Landix Inc,도쿄,JPY,2222.0,0.0,12664480092.0,1600.0,2.52,부동산 서비스,True,일본,2026.0,3.31,20267870000.0,174760000000.0,17041470000.000002,146940000000.0,23528100000.0,202871000000.0,8.82,11.29,6.7,1.49,1.22,1.25,2314880000.0,19960000000.0,1326740000.0,11440000000.0,3056970000.0,26359000000.0,2258830000.0,19477000000.0,1279810000.0,11035000000.0,3001630000.0,25882000000.0,1404730000.0,12112000000.0,790230000.0,6814000000.0,1850260000.0,15954000000.0,2.74,2.53,7.58,5.42,7.87,12.76
9160,9160.T,온 더 페이지,On The Page Inc,도쿄,JPY,331.0,0.3,12645786483.0,54400.0,0.0,개인 서비스,True,일본,2025.0,12.31,19299720000.0,166412000000.0,18265380000.0,157493000000.0,22039890000.0,190039000000.0,11.52,7.91,6.55,0.87,0.92,0.82,3828530000.0,33011000000.0,3900190000.0,33629000000.000004,4752940000.0,40982000000.0,1347470000.0,11619000000.0,1555550000.0,13413000000.0,2251640000.0,19415000000.0,663900000.0,5724000000.0,942270000.0,8125000000.0,1256580000.0,10835000000.0,,,1.98,2.93,3.51,10.22
9380,9380.T,아주마 쇼핑,Azuma Shipping Co Ltd,도쿄,JPY,437.0,0.0,12639351000.0,6200.0,2.06,해양 화물 및 물류,True,일본,2026.0,3.31,39399450000.0,339722000000.0,39399450000.0,339722000000.0,40148370000.0,346179000000.0,21.71,17.63,16.72,0.63,0.51,0.66,2001130000.0,17255000000.0,2001130000.0,17255000000.0,2375370000.0,20482000000.0,688110000.0,5933000000.0,688110000.0,5933000000.0,868950000.0,7492000000.0,578020000.0,4984000000.0,578020000.0,4984000000.0,722840000.0,6233000000.0,1.78,2.19,1.48,1.48,1.72,2.16
1897,1897.T,카네시타 건설,Kaneshita Construction Co Ltd,도쿄,JPY,3310.0,0.0,12600044600.0,100.0,0.0,건설 및 엔지니어링,True,일본,2025.0,12.31,9743000000.0,84009000000.0,10659000000.0,91907000000.0,8837000000.0,76197000000.0,21.96,21.95,30.04,0.38,0.33,0.35,351000000.0,3026000000.0,305000000.0,2630000000.0,176000000.0,1518000000.0,273000000.0,2354000000.0,238000000.0,2052000000.0,99000000.0,853999999.9999999,321000000.0,2768000000.0,270000000.0,2328000000.0,236000000.0,2035000000.0,1.55,1.84,1.52,1.34,1.07,1.12
